,name,followers_count,total_number_of_tweets,location,language,tweet_count
1681,Startup News India,2382.0,42346,India,en,2
1682,Srikanth Ramakrishnan,1903.0,187687,South of the Vindhyas,en,2
1683,Rachael Ferguson,910.0,57521,UK,en,2
1684,Jeanne Bonner,1336.0,4040,Connecticut,en,2
1685,Dave Hagan,8.0,493,Louisville Ky,en,2
1686,CA Dinesh Wadera,496.0,1006,India,en,2
1687,Tia Dalma,684.0,311090,In the Wind,en,2
1688,Aditya,11.0,71,India,en,2
1689,the_socialdirector,93.0,1042,"Albuquerque, NM",en,2
1690,@NG*E 👩🏾‍🎤,833.0,42920,Instagram: @cheekystarnova,en,2
1691,Aive Kahest,11.0,363,Suomi,en,2
1692,suedanim 🎭,3083.0,69413,East Coast,en,2
1693,LizzyBenge,1401.0,16831,Leicester,en,2
1694,Amanda,275.0,13283,"South Daytona, FL",en,2
1695,Risa Davis⭐️⭐️⭐️,5246.0,53148,"Conroe, Texas",en,2
1696,दिव्या Dimple,3648.0,16464,"New Delhi, Delhi",en,2
1697,janet •,136.0,4791,vegas,en,2
1698,Eugenia Berg,648.0,140943,"Moses Lake, WA",en,2
1699,Storm Demands Transparency,102140.0,111779,TN,en,2
1700,Jason Rosario,151.0,109,"New York, NY",en,2
1701,Catrina,264.0,36729,Canada,en,2
1702,Salvador Soldi,1354.0,3302,United States,en,2
1703,Gina Cloud,188.0,567,Los Angeles,en,2
1704,Keppler On Campus,853.0,5026,"Arlington, VA",en,2
1705,Tiana Lowe,19637.0,18334,"Washington, DC",en,2
1706,penelope,308.0,5937, the beautiful PNW,en,2
1707,Lana Del Scab,123.0,21866,"Washington, DC",en,2
1708,Andre Borges,8433.0,16046,"Mumbai, India",en,2
1709,Rabbi's Cat,516.0,7407,"Mumbai, India",en,2
1710,Dr. Taimur Rahman,11946.0,27109,Lahore,en,2
1711,Los Angeles Times,3353206.0,218964,"El Segundo, CA",en,2
1712,Amber,819.0,8511,Faraway,en,2
1713,Sidharth Gautam,498.0,17181,"The Land of ""MAGADH"" (BHARAT).",en,2
1714,Lynda ⭐️⭐️⭐️ #TheStormIsUponUs,23270.0,229534,everywhere,en,2
1715,Serra Bella,155.0,93,"Florida, USA",en,2
1716,Barbara Arnwine,13067.0,122498,"Washington, DC",en,2
1717,Diana M,347.0,2927,"Colorado, USA",en,2
1718,Bam,695.0,66334,"Human from Earth, female",en,2
1719,LukasDanielKlausner,3470.0,456260,127.0.0.1,en,2
1720,LL Kool Dre,928.0,12692,Silk City,en,2
1721,Matthew Liptak,19085.0,135258,"Boston, Massachusetts",en,2
1722,deepak,42.0,1421,Denmark,en,2
1723,Nadia,988.0,35860,"Phoenix, AZ",en,2
1724,Images,12069.0,7932,"Karachi, Pakistan",en,2
1725,Sarai Aguilar A.,5052.0,54631,Mundo Paralelo,es,2
1726,ET NOW,445246.0,407410,India,en,2
1727,Nitish Mehra,88.0,2364,"New Delhi, India",en,2
1728,The Forgotten Man,244.0,3481,I aint saying but it's USA,en,2
1729,Saurabh P Wankhede,677.0,188571,"Nagpur, Maharashtra ",en,2
1730,Nick,7.0,32,melbourne,en,2
1731,Valentina,94.0,1235,smitten with the mitten,en,2
1732,Future Billionaire,1997.0,76551,Citizen Of The World,en,2
1733,Manisha Dhiman,58.0,2010,India,en,2
1734,VeronicaJanelle,88.0,14948,The Underworld,en,2
1735,Lomaahh,5465.0,48619,America,en,2
1736,Colette,12530.0,27354,AMERICA,en,2
1737,D.Neva.Macintosh,396.0,2883,"Vancouver, British Columbia",en,2
1738,Athena Nike,528.0,13409,United Kingdom,en,2
1739,Ananda Krishnan,295.0,25977,"Chennai, India",en,2
1740,Sanjuro,249.0,347,United States,en,2
1741,Harmon Everett,159.0,51119,"Houston, Texas",en,2
1742,S K Modi,2021.0,62042,India,en,2
1743,!░Equal░Laws░Now,442.0,4201,Your conscience,en,2
1744,Preee🏳️‍🌈🖤🏳️‍🌈🖤,42.0,2642,"New Delhi, India",en,2
1745,Steeler Keith,3979.0,106094,Pennsylvania,en,2
1746,aj_theory,18.0,762,"Newark, DE",en,2
1747,Joseph Torba,20909.0,61191,"SLO, CA ",en,2
1748,Anna just Anna,2517.0,25297,"Athens, GA",en,2
1749,oh!-'lighn,528.0,11772,Memphis/Chicago/London/?,en,2
1750,Imaghost,25.0,837,"Brooklyn, N.Y.",en,2
1751,Krystie Lee Yandoli,5962.0,57764,"Los Angeles, CA",en,2
1752,Star Child,470.0,18744,"Fayetteville, GA",en,2
1753,Celia C. Sillars,312.0,7820,"ARRAN,Scotland, United Kingdom",en,2
1754,Ivy Cohen,611.0,9337,"Tallahassee, Florida",en,2
1755,Yvonne Michèle,151.0,578,www.gospelmusiccompany.co.uk,en,2
1756,Jef Brads,840.0,25366,USA,en,2
1757,World Vision India,156050.0,4061,India,en,2
1758,✭Madelyne Resists✭ 🇺🇸🌈🌊🐾,20380.0,113076,Geeks Resist HQ Lowcountry,en,2
1759,Seeking Truth⭐⭐⭐,21612.0,53185,United States,en,2
1760,Ethiopian News,689.0,21639,Ethiopia,en,2
1761,Eunnie ✨✨ waterstan,676.0,92747,newtina land,en,2
1762,Doug Nodland,92524.0,115188,"Minneapolis, Minnesota",en,2
1763,Natalia.,519.0,22997,"San Fernando, Buenos Aires.",en,2
1764,Flor X,965.0,7196,France,en,2
1765,"Mobile, AL 33601",133.0,71253,"Mobile, AL",en,2
1766,Jan Grand,218.0,123246,United States,en,2
1767,Jamilah,188144.0,255834,"Brooklyn, NY",en,2
1768,THEMIYAO,78.0,520,"Dubai, United Arab Emirates",en,2
1769,Rose Kin,600.0,5221,wish I was multilingual,en,2
1770,Gulnaaz Z. Lalji,830.0,12233,"West Vancouver, B.C.",en,2
1771,After,102.0,12075,Sydney,en,2
1772,Stephen Sipila,1434.0,49251,New York,en,2
1773,Raedoon - MJ is innocent!,36.0,176,NZ ,en,2
1774,DPRK (North Korea) News Agency,3779.0,106735,North Korea,en,2
1775,Chowkidar Krupa Padia Doshi,265.0,48810,Sharjah,en,2
1776,CC,285785.0,375120,Trump’s America,en,2
1777,Bitter Lemon,1775.0,67769,United States,en,2
1778,Irisha Melnikova,210.0,6467,RUSSIA,en,2
1779,MUSIC VIDEOS PLAY,5443.0,3837,Worldwide,en,2
1780,Laxman Belbase,1390.0,9258,🎪Washington D.C. & 🚶🏾Global,en,2
1781,mara ☾,1131.0,33202,"columbus, oh",en,2
1782,EuropeanWomen'sLobby,15559.0,24622,Brussels,en,2
1783,Ronmius Patterson SR,45.0,4596,"Tempe, AZ",en,2
1784,Tammy,118.0,11252,"New Mexico, USA",en,2
1785,Eyeleen Right,28884.0,108560,"LA, NYC",en,2
1786,Blu ₪,1530.0,155936,México,es,2
1787,Steve Gaston,34186.0,91742,AZ and AR.,en,2
1788,Λｎｙａ🌙,697.0,26234,America,en,2
1789,Kathie,3964.0,52358,Washington DC,en,2
1790,@SIU-special unit-unseen in the best places,178.0,12148,United States,en,2
1791,Shaik,201.0,14303,Chennai ,en,2
1792,Larry Elder,506258.0,54038,"L.A., Calif.",en,2
1793,"Boulder, CO 80301",18.0,26723,"Boulder, CO",en,2
1794,Clayton Simms Law,1343.0,3516,"Salt Lake City, Utah",en,2
1795,WomensFundingNetwork,90261.0,15514,"San Francisco, CA",en,2
1796,Rachel Danae Burgin,2608.0,32022,Letchworth Garden City,en,2
1797,Priya,7.0,46,India,en,2
1798,Kishore Kumar,3323.0,98377,INDIA,en,2
1799,Soy un Kintsugi,479.0,6774,México,es,2
1800,IASH,931.0,1128,"Brisbane, Australia",en,2
1801,Audiobook Narrator,23958.0,80049,16 years USN veteran,en,2
1802,Michael Bronner,408.0,9036,Eastern MA,en,2
1803,Nanette Kelley,1968.0,210158,Cloud Cuckoo,en,2
1804,🌻 Maryanne 🏴󠁧󠁢󠁳󠁣󠁴󠁿 UK,169.0,26790,Scotland (Clan McINTOSH),en,2
1805,Matthew Youngberg,77.0,18591,"California, USA",en,2
1806,New York Post,1433783.0,221510,"New York, NY",en,2
1807,YMHA,75.0,590,"Vancouver, British Columbia",en,2
1808,Jim Franklin,1594.0,68285,12th and Penn NW Washington DC,en,2
1809,African Leadership,6344.0,13561,"Portsmouth, England",en,2
1810,Carol,3674.0,487412,Short Grass Prairie of WY,en,2
1811,Manisha,1002.0,6969,"New Delhi, India",en,2
1812,Carol,3674.0,487412,"Arizona, USA",en,2
1813,Talya Klein,224.0,1790,"Durham, NC",en,2
1814,Adele Walsh,5028.0,73824,"Melbourne, Australia",en,2
1815,@vancitydan ☘️🍀,2126.0,135923,vancity,en,2
1816,Antonella Cucci,100.0,1386,"Baviera, Germania",en,2
1817,jalylah,2485.0,83375,houston-based | seattle-bred,en,2
1818,ShareMyLesson,11407.0,16830,"Washington, DC",en,2
1819,FORCE,4680.0,5860,"Baltimore, MD",en,2
1820,Ed Zimmerman,6888.0,34689,NYC 75007,en,2
1821,Andrew Parthum,398.0,10442,"Boston, MA",en,2
1822,Max.,69.0,1686,"London, UK",en,2
1823,Night hawk,833.0,10837,"England, United Kingdom",en,2
1824,Maria Isabel Rosario,445.0,6340,"Cambridge, MA",en,2
1825,paschal nyabatende,546.0,3186,tanzania,en,2
1826,StellaMarieGreenArts,3020.0,138372,United Kingdom,en,2
1827,NunesGrapefruit,27.0,69,"In my safe crate, nestled in security shred.",en,2
1828,Adryan Bergstrom-Borins,243.0,2834,"Tkaronto, Turtle Island",en,2
1829,Bridget Sanders,1432.0,33490,"Augusta, GA",en,2
1830,Black Men Must Win,84.0,311,"Thugny-Trugny, France",en,2
1831,Emmily Bristol,158.0,1546,Las Vegas,en,2
1832,Norma Pesato,491.0,79046,"Myrtle Beach, SC",en,2
1833,"Low Caste Warrior, Low Class Intellectual 🌈 🇺🇸",283.0,11301,Central Florida,en,2
1834,Gail Perry,20184.0,32598,"Chapel Hill, North Carolina",en,2
1835,Mary Cahalane,9908.0,86928,"Connecticut, USA",en,2
1836,Kat L. Thornback,573.0,18419,Alabama,en,2
1837,Mrs. #LetHerSpeak 🍁,2093.0,53461,"British Columbia, Canada",en,2
1838,Charles Steinmetz 🇺🇸  👩‍👩‍👧‍👧 ⛳🏌️‍♂️,668.0,30322,"Albrightsville, PA",en,2
1839,Daniel March,6741.0,45627,"Idaho, USA",en,2
1840,Karen Webber,283.0,14089,"Baltimore, MD",en,2
1841,KDLane,1213.0,27618,USA,en,2
1842,Keith Picou,17837.0,28856,"Louisiana, USA",en,2
1843,eapr9,4231.0,313220,Montreal,en,2
1844,HallandaleBeachBlog,1141.0,87845,"South Florida, U.S.A. 🌴🏖️🌊📺📽️🏈",en,2
1845,Rutuja Shinde,3188.0,11855,"Mumbai, India",en,2
1846,DebbieN,1594.0,77680,"Queensland, Australia ",en,2
1847,Dash,431.0,9491,Dún Laoghaire,en,2
1848,Jamal Joseph Nassar,361.0,1846,lebanon,en,2
1849,THE BADGER!,16106.0,123293,United States,en,2
1850,Amit Kumar  Pal,70.0,5305,King's Landing,en,2
1851,American🇺🇸Alley I am Flynn⭐⭐⭐,47455.0,191770,"Ohio, USA",en,2
1852,Chowkidar Vega Challawar,425.0,76990,"Nashik, India",en,2
1853,Cauldron Stirrer 🍞🌹,3780.0,108285,The D,en,2
1854,Sky,3636.0,18128,"Lakeland, FL",en,2
1855,Keith Fitzgerald,2377.0,284324,Boston - Singapore - Bangkok,en,2
1856,Mandy Van Deven,3068.0,23298,New York (via Georgia),en,2
1857,ThatOneEyedSnowman,776.0,3097,"New Hampshire, USA",en,2
1858,Gina Christo,1207.0,28202,"Boston, MA",en,2
1859,Mocking Liberals,157.0,1067,Tatooine,en,2
1860,Day 🐍,552.0,419,"Slytherin, Hogwarts",en,2
1861,Thomas Binder ⏳,3873.0,20809,Baden,en,2
1862,Peter Wakefield,41.0,2349,"Auckland, New Zealand",en,2
1863,Romain Michelon,1918.0,120590,Paris,en,2
1864,Rohit Deshpande,66.0,11381,"Bhopal, India",en,2
1865,Robert Burns,114.0,6152,"Kingsport, TN ",en,2
1866,Equality For ALL,1686.0,5162,Oklahoma,en,2
1867,Haps Magazine,2270.0,5150,"Busan, South Korea",en,2
1868,Holly🇺🇸 🤜🤛Deplorable ⛓🔨🌪,14647.0,49355,"Texas, USA",en,2
1869,Chuck Plum,3135.0,161798,In the Earth not of it,en,2
1870,zubin shraddha ❣,1229.0,17545,"Patna, ",en,2
1871,Leela Sharon Aheer,3403.0,12225,"Alberta, Canada",en,2
1872,just Jerri ☮️,493.0,5162,USA,en,2
1873,Babelio,42194.0,166416,Paris,fr,2
1874,William Stoneham,259.0,7686,"Centennial, CO",en,2
1875,🌈 Jennifer Brown,18266.0,50962,"New York, NY",en,2
1876,Davia Temin,3332.0,19696,New York ,en,2
1877,Elastigirl Persists 🌊🇺🇲,34416.0,97280,Metroville,en,2
1878,Grant1865,2630.0,25306,"Texas, USA",en,2
1879,Siddharth Patni,273.0,16446,Mariners Apartment Complex ,en,2
1880,Chris  🇺🇸,83873.0,1236600, φιλεω αδελφος Philadelphia PA,en,2
1881,Marina K,39.0,737,"Manhattan, NY",en,2
1882,5abrina,379.0,10849,Buffalo,en,2
1883,Robert Roland,11448.0,1823,"North Carolina, USA",en,2
1884,Steve,8300.0,143636,Trump 2020 Maga 🇺🇸Fisherman,en,2
1885,Lulu Walcott 🦂,1505.0,67442,"Malibu, CA",en,2
1886,No rest for the Wikis,126.0,800,"South West, England",en,2
1887,Hilary Jones,8258.0,402299,"Los Angeles, California",en,2
1888,USA News,1285.0,83175,Japan,en,2
1889,LINDEN ASH #GTTO,441.0,235296,UK SOUTH COAST,en,2
1890,Melanie Korach,13875.0,42879,"Whitby, Ontario",en,2
1891,Mark,2286.0,73483,United States 🇺🇸,en,2
1892,Sri,56.0,2893,"London, England",en,2
1893,Midwestener - Remember Heather Heyer,476.0,16953,"cheecago, illinoiz",en,2
1894,Kani♡Hansu,5832.0,14401,♡World Of Hansu♡,en,2
1895,Arrow Report,997.0,5669,"District of Columbia, USA",en,2
1896,News18,4145912.0,666613,India,en,2
1897,Sebastian Gomez,20.0,8457,Elf Practice,en,2
1898,Siddharth,4119548.0,13786,Dark side of the moon ,en,2
1899,Ed Malcomson,1890.0,3293,"London, England",en,2
1900,OR4Now,1715.0,94700,OR,en,2
1901,LOGIC,94.0,4699,"Florida, USA",en,2
1902,Cindy Kay Hogan,8943.0,261795,"Lewisville, Texas 75077",en,2
1903,Yasmin,271.0,66290,Hawaii,en,2
1904,Aaron Eisberg,1781.0,17821,"Fort Wayne, Indiana",en,2
1905,Katy,40.0,1709,nowhere in particular,en,2
1906,MANOJ KUMAR,18.0,5023,"Chennai, India",en,2
1907,Trumpster,86.0,22829,Las Vegas,en,2
1908,F. Lennis Brantley,351.0,74635,"Detroit, MI",en,2
1909,河合 みぃ  春休み中,256.0,3229,大阪 箕面市,en,2
1910,amy,862.0,25460,Atlanta,en,2
1911,Sarah Birch,742.0,846,Sheffield,en,2
1912,Soundarya Ravi,325.0,3526,"Hyderabad, India",en,2
1913,Cindi,1742.0,137002,"Colorado, USA",en,2
1914,BugsyBrian,13.0,1162,New York City,en,2
1915,Mary R Mcdermith,1075.0,57462,Grant Road waverly park area.,en,2
1916,Clubber Lang,301.0,5015,DC Metro AREA(Suitland MD),en,2
1917,Praveen Kumar,138.0,25925,"Tamil Nadu, India",en,2
1918,just call me never,174.0,3460,at the top of Mount Olympus,en,2
1919,Kenia,23.0,121,"Los Angeles, CA",en,2
1920,Liberty Belle,387.0,5337,"Texas, USA",en,2
1921,Smiling Star Bhagi,4.0,184,"Dharmavaram, India",en,2
1922,🌿WILLOW 💖HEARTWARRIOR⚔️,534.0,7486,"FORT AWESOME, TEXAS, EARTH",en,2
1923,Pandora’s Daughter,1499.0,10347,"The Hellmouth, apparently.   ",en,2
1924,Matthew Weisse,172.0,1828,"Oshkosh, WI",en,2
1925,RepublicanRebel,3242.0,18461,"Nashville, TN",en,2
1926,🇮🇳Chowkidar AuroraBorealis🇮🇳,320.0,25956,India,en,2
1927,"Miguel de la Cruz, Quisqueyano",578.0,66546,USA,en,2
1928,Punkin's Mom,353.0,12686,California,en,2
1929,Sordy,560.0,10058,"Portland, OR",en,2
1930,Soy una swearwolf,503.0,103953,Nigeria,en,2
1931,Booma Subbarao,429.0,1624,"chennai, INDIA",en,2
1932,Theresa Rosa,2035.0,105093,"California, USA",en,2
1933,#LavyBabii #LavyBabe,214.0,10549,"Ohio, USA",en,2
1934,Sesi,2044.0,91517,"Pennsylvania, USA",en,2
1935,Princeps Aurum,159.0,9318,"Oakland, CA",en,2
1936,Barbara Negrescu,8728.0,247753,Southern California,en,2
1937,Jennifer Doyle,3183.0,13946,Los Angeles,en,2
1938,Smriti Sinha,52.0,315,"Bangalore, India",en,2
1939,House of Cejvan,1743.0,72180,Planet Earth,en,2
1940,Modjadji,30.0,565,Earth,en,2
1941,California-SOS🇺🇸Save our State,15342.0,161575,Peoples Republic of California,en,2
1942,Greg Ripley,5033.0,34668,"Minnesota, USA",en,2
1943,Todd C. Armistead,20102.0,247190,St. Louis Missouri,en,2
1944,Queerlycontent,2917.0,107634,"Tucson, AZ",en,2
1945,Brian #LivingTheDream 🦌🇺🇸🦎🌵🦂🚛,2444.0,80014,"Arizona, Invaded Territories",en,2
1946,Kelli Matthews,8439.0,41524,"Eugene, OR",en,2
1947,VANITY FAIR,4859414.0,105598,"New York, NY",en,2
1948,Real Black News🍑🧐,1305.0,16746,United States,en,2
1949,Marci,618.0,58364,Nashville,en,2
1950,dRae Fx Luther,6891.0,166127,"Minnesota, USA",en,2
1951,MAGA 🗽 KAG Lisa 🇺🇸,10959.0,159546,"Kansas, USA",en,2
1952,deBeauxOs,4601.0,415318,Canada,en,2
1953,2.68 [semi-hiatus],1291.0,101840,Diey💍ㅣ🇨🇦,en,2
1954,Jade Bryan: Writer,3114.0,54997,New York,en,2
1955,Natl Signal Boost For Dem Candidates - #FBR,7594.0,62054,"SF Bay Area, CA",en,2
1956,🇺🇸SelahSwift🇺🇸,310.0,1353,"Austin, TX",en,2
1957,Logan McCree,11575.0,9157,Durness,en,2
1958,Dawn.com,787579.0,160125,Pakistan,en,2
1959,DR. ETIQUETTE 🤦‍♂️,26897.0,77026,United States,en,2
1960,chris smith,7063.0,38883,"fairy forest, usa",en,2
1961,Deepika✨,160.0,1837,"Tiruppur, India",en,2
1962,Charmaine N. Willis,788.0,7613,United States,en,2
1963,Mark Kido,3377.0,68240,"Columbus, OH",en,2
1964,Jason Burack,3959.0,53919,DC/Northern VA,en,2
1965,Ramakant,24.0,6264,India,en,2
1966,CathysCraftyDesigns,12423.0,113748,"Water Valley, KY, USA",en,2
1967,Samantha Marie,2526.0,278892,Crybaby Lane,en,2
1968,Iyke Karikari Mensah 👑🥳,65.0,100,Kumasi-Ghana 🇬🇭,en,2
1969,"Gregory Hardin II, #Bernie2020",720.0,5144,"Johnson & Shawnee, Oklahoma",en,2
1970,Lauren Appelbaum,1287.0,11163,"Washington, DC",en,2
1971,Toyin O,7590.0,58110,"London, England",en,2
1972,sabin muzaffar,2283.0,15008,Dubai,en,2
1973,Tiq,11580.0,14332,Toronto/NYC,en,2
1974,patriotgirl ن,15018.0,139479,"Missouri, USA",en,2
1975,RooLivesAgain,299.0,5919,"Adelaide, South Australia",en,2
1976,anneloehr,4129.0,23015,"Washington, DC",en,2
1977,The Deepest State,17.0,2020,The Swamp,en,2
1978,Mark bond ™️❤️,553.0,5191,தெருவுல தான்...🚶🚶🚶,en,2
1979,🍁Mr. Dave🍁,4750.0,25730,"Ontario, Canada",en,2
1980,L'Agenda delle Donne,65.0,2274,Italia,en,2
1981,SamuelKumar,76.0,220,"Chennai, India",en,2
1982,Observations,51.0,47701,"Powell, OH",en,2
1983,🌍♥BlackPearl Thembs♥🌍,394.0,32858,"Durban,South Africa",en,2
1984,voice on the phone,163.0,14477,Gettin' my kicks on Route 66,en,2
1985,MsKitty1970 ❌,4277.0,99553,USA,en,2
1986,AnalistasInteligencia,193.0,27062,"Madrid, Spain",en,2
1987,Global Agenda,571.0,30772,"Kobe-shi Chuo-ku, Hyogo",en,2
1988,A R E,195.0,43041,"Bengaluru, India",en,2
1989,Chowkidar Nagesh Patil🇮🇳,450.0,38612,"Bidar, India",en,2
1990,Dhurendra Mahato,262.0,57480,"New Delhi, India",en,2
1991,𝚆𝚒𝚕𝚕𝚒𝚊𝚖 𝙳. 𝙻𝚒𝚗𝚍𝚜𝚎𝚢,1583.0,48079,"Little Rock, AR, USA",en,2
1992,Mrs. gc,5307.0,15172,Canada,en,2
1993,Larry A Baker,2105.0,59929,"Oregon, USA",en,2
1994,TC,4309.0,20260,"La Verne, California, USA",en,2
1995,Citizen EDISON MANUEL,60.0,1824,♥ India ♥,en,2
1996,Taste of Country,319459.0,90779,Nashville,en,2
1997,LOOKatWhatYouJustSaid dontworrybestrong,45.0,8332,"Psifallowback,FL",en,2
1998,Tha Roli kid,164.0,986,"Orlando, FL",en,2
1999,O_O,152.0,5007,United States,en,2
2000,peachy keen,450.0,8455,"Denver, CO",en,2
2001,21-Jan-17,4629.0,49715,Southeast USA,en,2
2002,Glenn Griffin,548.0,36465,"Maine, USA",en,2
2003,Diane G Jones,185.0,3448,Tall grass,en,2
2004,Sit At The Table™,27708.0,111449,Global ☯ Canada,en,2
2005,Sam Johnson🌊🧘🏼‍♀️🕉,958.0,34439,"Vancouver, Wa",en,2
2006,Marko Cress,130.0,6852,"Steger, IL",en,2
2007,Sir Logan Klien,782.0,1820,United States,en,2
2008,"Jill Bergantz Carley at #AWP19, folx! 💜✨",2355.0,2115,"Murphys, CA",en,2
2009,Dan Bongino,944741.0,47584,Inside Rick Wilson’s Head,en,2
2010,NAN Youth Huddle,692.0,4657,NYC,en,2
2011,Mike Winning! Bigly,146.0,8255,"Mount Vernon, WA",en,2
2012,Eric M. Blake #ReleaseTheSnyderCut #ComicsGate,426.0,13362,Wherever the universe needs me,en,2
2013,Natoli,69.0,4197,Stan Lee’s Universe,en,2
2014,Conor Mahood,1399.0,20276,"Dubliner in Eastbourne, UK",en,2
2015,microcarpa,4318.0,62979,"Planet Earth,Japan",en,2
2016,Becky A,187.0,2245,"Louisiana, USA",en,2
2017,Jaschar Mai,75.0,519,Hogwarts (Jurassic Park Dimension),en,2
2018,Adélie Pojzman-Pontay,1519.0,2134,"Paris, France",en,2
2019,Arabelle King,11.0,617,United States,en,2
2020,trixilynette,1909.0,32170,Texas,en,2
2021,Genevieve Olin,115.0,12766,"Neverland, 2nd ⭐️to the right",en,2
2022,Socraticus Democraticus,503.0,4697,Dark Side of the Moon,en,2
2023,Crazy Chris,450.0,2801,"Calgary, Alberta",en,2
2024,Jen H,1210.0,38154,"Manhattan, NY",en,2
2025,Michael,5540.0,43619,"Southeastern Wisconsin, USA",en,2
2026,Paula Sue Glashauser,3570.0,246502,"Timberville, VA",en,2
2027,katherine e. knotts,299.0,424,England,en,2
2028,"michael j stubbs, esq.",348.0,19804,"Los Angeles, CA",en,2
2029,michael r barrett,34.0,659,"Victoria, British Columbia",en,2
2030,shivakumar,27.0,5856,"Hyderabad, India",en,2
2031,Howard McLain Jr,20936.0,128239,"Memphis, TN (Bartlett)",en,2
2032,El Spence,1267.0,13759," CDN/USA WATCHER, my opinions ",en,2
2033,marvinbastien,110.0,953,"Brooklyn,NY",en,2
2034,maria,1746.0,42464,somewere over the rainbow,en,2
2035,ERAMN,1396.0,6731,Minnesota,en,2
2036,Katy Farber,10674.0,23351,New England,en,2
2037,LG,24.0,880,Australia,en,2
2038,Mrs. Honeybunny 🌊,6350.0,134386,United States,en,2
2039,Shalini Agniveer,526.0,4242,भारत/US,en,2
2040,cartonysta,5407.0,18105,"Mérida, Yucatán",es,2
2041,Roknrol Petersen 🇳🇿,2219.0,28967,"Portland, OR",en,2
2042,Omkar,30.0,2322,Goa/Pune,en,2
2043,WomenTalk,82.0,608,Singapore,en,2
2044,Trump's Day Lies In Flames,1168.0,46879,"Memphis, TN",en,2
2045,Azih,71.0,16521,GTA,en,2
2046,Devin Nunes' Younger GF Estarianne 🦄🐱🦈,2671.0,320087,"California, USA",en,2
2047,‎🐱PrimeMinister Arya Stark,1859.0,42746,Winterfell,en,2
2048,"Social Well-Being Foundation, Non-Profit, Charity",451.0,1175,United States,en,2
2049,Sarah سارة שרה,685.0,28804,NYC,en,2
2050,hashtagptbo,180.0,6745,"Peterborough, Ontario",en,2
2051,Uriel,531.0,12936,"Chicago, IL.   settler/he/him",en,2
2052,Phil Brodsky,700.0,851,"Washington, DC",en,2
2053,Chowkidar Danny,533.0,39565,India,en,2
2054,John Woodard,28.0,3539,"Auburn, WA",en,2
2055,ashamed to be human,1363.0,48913,"Florida, USA",en,2
2056,Trendinalia Norway,1613.0,200135,Norway,en,2
2057,Caroline d'Anjou,2922.0,44358,Security line at JFK,en,2
2058,PostSecret,472677.0,18188,"Laguna Niguel, CA 92677",en,2
2059,Eleanor LaRocca,146.0,18898,Sausalito,en,2
2060,Theresa Mullins,165.0,25609,"Allen Park, MI",en,2
2061,SmartGirl 🇺🇸🍷🇺🇸,30574.0,54509,"Utah, USA",en,2
2062,Mynation Chowkidar Amit,427.0,16612,India,en,2
2063,Chow chow Anand,514.0,24515,Brain in a vat,en,2
2064,Marius,32.0,144,"Cluj-Napoca, România",en,2
2065,♊︎,215.0,10085,"Minnesota, USA",en,2
2066,"gotta wake up, come back to life",100.0,24173,"los angeles, california",en,2
2067,Nkem Promise,1301.0,16912,"Port Harcourt, Nigeria",en,2
2068,£ad¥ D€$,179.0,5096,Amsterdam,en,2
2069,🌊  gary wingert  🌊,1199.0,2549,"California, USA",en,2
2070,Tatiana Linkhoeva,26.0,42,New York,en,2
2071,Nikkitha Reddy,43.0,14,"Chennai, Tamil Nadu",en,2
2072,afifa 🥀,3846.0,33098,Bangladesh,en,2
2073,AzDesertRat,743.0,58464,"Arizona, USA",en,2
2074,Sunshine,107.0,3844,"San Jose, CA",en,2
2075,Monty Sullivan,752.0,141841,Southern California,en,2
2076,faruyazy,14.0,2132,"Bengaluru, India",en,2
2077,Timothy Hammer,4724.0,35334,"Los Angeles, CA",en,2
2078,laura del campo,156.0,17065,En el Culo del Mundo,es,2
2079,angélica,5.0,173,nowhere,en,2
2080,Flagg,249.0,2526,"Pueblo, CO",en,2
2081,Luna,9.0,429,"London, England",en,2
2082,Erika Herzog,1143.0,47554,"New York, NY",en,2
2083,shravan mission,2839.0,8748,Delhi...NCR,en,2
2084,Magnolia,14.0,273,World,en,2
2085,Rob,35.0,4239,"Ontario, Canada",en,2
2086,Joe Wasylyk,5339.0,4704,"Edmonton, AB Canada",en,2
2087,GammaTheDickNiffler,74.0,375,Tea party with the Mad Hatter,en,2
2088,Abram Taylor,26283.0,45598,"Austin, Texas",en,2
2089,The Nu Wavers,10429.0,2651,"Portland, Oregon. U.S.A.",en,2
2090,Paul,87.0,7403,"Sunderland, UK",en,2
2091,RIMK🤮🤧🤑,154.0,9002,"West Palm Beach, FL",en,2
2092,nikki,47.0,4513,"Orlando, FL",en,2
2093,Tarik Endale,1716.0,37962,DMV→London→Freetown→Chicago,en,2
2094,StopHimNow,16541.0,161862,Germany,en,2
2095,Niijkiwendidaa,342.0,450,"1097 Water, Peterborough, ON",en,2
2096,goth career woman @C2E2,5452.0,202004,"Illinois, USA",en,2
2097,Isaias Urbina,71.0,10919,"Palmdale, CA",en,2
2098,『ヴァティカンの正体』筑摩新書/岩渕潤子,10022.0,296162,TYO/SFO/NYC/LDN/FLR/VCE,en,2
2099,lesley russell,116.0,6379,"Toronto, Ontario",en,2
2100,E. P. Beaumont is doing the post nano beta bop,857.0,119576,outside the Utopian Embassy,en,2
2101,onodera security,154.0,723,mp_hhk_ballroom,en,2
