BugSQ3LAKwccaption,comment_count,display_url,id_,is_ad,likes_count,loc_id,loc_lat,loc_lon,loc_name,owner_fullname,owner_id,owner_username,shortcode,tagged_user,taken_at_timestamp
Not a Barbie #donttouchme #metoo #tiktok #consent #consentissexy #romaclothing,0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7d320522beb82d1ef379a074deac8acf/5C7C90DA/t51.2885-15/e15/51762060_121797915616398_2768912460906087955_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990511623023137998,False,2,0,0,0,,Victoria,10430155730,vsprinkle_tiktok,Buft8ZjlJTO,,1551507525
my life is a fucking crisis :) Follow @relatable.memes.sis @relatable.memes.sis 👈 for more!🥳✨ #meme #phineasandferb #imcrying #imdead #tweetlikethe2000s #throwback #tb #sleep #mood #metoo #relatable #wtf #positions #right #tryagain #sister #imdead #damn #oof #memes #funny #humor #kms #fschool #imdone #stress #stressrelief = #memes #comment,1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3da58ddaadcc229bfdb5509446582dcc/5D0BAFD3/t51.2885-15/e35/51665973_118599845946013_1557421627318034673_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990512245139052109,False,27,0,0,0,,"Relatable Jokes, Like Me💀",7136954012,relatable.memes.sis,BufuFc8lBZN,,1551507572
@momentarily_distracted @savebraceletrelationship #domesticviolence #abuse #domesticviolenceawareness #emotionalabuse #domesticabuse #narcissisticabuse #mentalhealth #sociopath #narcissist #metoo #love #divorce #gaslighting #domesticviolencesurvivor #mentalhealthawareness #ptsd #sexualabuse #survivor #psychologicalabuse #selfcare #verbalabuse #abusesurvivor #trauma #toxicrelationships #narc #selflove #toxicpeople #stopdomesticviolence #psychopath #childabuse,1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/24afa06d2a7fbb655c956dd9dfbeec35/5D152E23/t51.2885-15/e35/53359715_154397825494400_1482075353350228745_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990512519596592696,False,22,0,0,0,,Christine,1559673260,christine_charging_cloud,BufuJcjhc44,,1551507605
"Yesnt
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a10882ae9d88f0a51eb10ed6d69be8cb/5D24A638/t51.2885-15/e35/51957852_1142120389301544_4249421332580791147_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990512574424604659,False,20,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BufuKPnht_z,,1551507611
"Bee Lion
.
.
.
#meme #memes #dankmeme #dankmemes #edgymemes #edgy #girl #leagueoflegends #gamers #gamergirl #love #instagood #photooftheday #fashion #beautiful #happy #cute #tbt #metoo #friends #nature #smile #culture #cute #followme #picoftheday #selfie #food #follow #me #peta",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/460dca0afdae2bafe4d03da0b925e6a1/5D0CA39E/t51.2885-15/e35/52572840_617172795398946_121154005364382265_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990512678023815264,False,18,0,0,0,,stale memes and broken dreams,6811316337,lil_ooferino,BufuLwGhWBg,,1551507623
I’m suffering from tinnitus at the moment so i’m trying to remind myself that fear only hurts your internal system and sometimes trying to accept the worst when it hits you hard is better than living in fight or flight? Oof.,2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/db9642d95613ecab05e501d4cbda8acb/5D0DC8B7/t51.2885-15/e35/51952883_2274536705917826_5703088979334217264_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990512674846094625,False,37,0,0,0,,Ally,8121711610,mentalhealthsg,BufuLtJHTUh,,1551507623
Sup.,4,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a6883276e38f89aefab68b13646ef957/5D20555D/t51.2885-15/e35/52043302_395656681259197_113833265670601370_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990513128223480055,False,45,0,0,0,,w a y n e 🍜 j o k u,494870301,weiinn,BufuSTYgxj3,,1551507677
"27 - H E R  S T O R Y

A graphic essay on the #MeToo movement in India. 
This essay addresses sexual harassment at the workplace in India, and how many have reacted to it. 
It is a deeper look at the #MeToo movement in India, for which I’ve collaborated with the Polis Project ( @thepolisproject ). If you think this message is important, relevant or have faced similar questions in discussions about the movement, please consider sharing this! 
The entire essay is available on the Polis Project’s website, and is linked in my bio. It’s best viewed on a larger screen, so pleaseee do me and your eyesight a favour and check it out on the website!

#art #dalit #indianartist #instaart #doodlesofinstagram #translivesmatter #dailyart #comicbookart #graphicnovel #feminism #metooindia #artistsoninstagram #caste #artistsoninstagram #illustration #illustrator #smashthepatriarchy #politicalcartoon #sketch #indiecomics #indianart #herstory #womenempowerment #strongwomen #womenartist #feminist",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a6d81eb77ec1267927d5a1971762586/5D06F4A8/t51.2885-15/e35/52643843_146955252993925_73871046135203609_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990514013499672228,False,31,0,0,0,,Kruthika,6319643333,theworkplacedoodler,BufufL3Fcak,"thatwokeladki,feministflowercrown,krantikali,queer.brown.feminist",1551507783
"This time last year I marched with some of my nearest and dearest in the 40th anniversary of Mardi Gras. This year I find myself in the US missing my friends and family, but living a very lucky life to say the least. 
Mardi Gras for me represents a celebration of all things diverse and I know there are people that have fought long and hard for that privilege and will continue to do so. To those I am thankful and eternally grateful.

I’m fortunate to be part of the rainbow community and I acknowledge there are other communities and groups that suffer under similar circumstances. The fight is not over.

I know I live in a bubble of support from friends and family that others are not so fortunate to have. To all of you I thank and love you and know you are loved.

I say to the bigots and ignorant people of this world. Grow the fuck up! 
Be the change and accept people for who they are for the world will be a better place. I need not mention the naysayers who are now convicted of crimes beyond belief.

To those that feel alone and isolated, know that it does get better. There are people that love you and will support you. You are not alone. Find your family.

And from The Greatest Showman.., When the sharpest words wanna cut me down
I'm gonna send a flood, gonna drown them out
I am brave, I am bruised
I am who I'm meant to be, this is me
Look out 'cause here I come
And I'm marching on to the beat I drum
I'm not scared to be seen
I make no apologies, this is me

THIS IS US

https://m.youtube.com/watch?v=37CbcUsDOR4&feature=share

#itgetsbetter
#bethechange
#wheredoyoustand
#mardigras2019",6,https://instagram.fyvr3-1.fna.fbcdn.net/vp/abb3c68ab3e2dd3cafc8089876f3f87e/5D0CD1C7/t51.2885-15/e35/52117858_339294780021803_6112383824971246809_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990514785285174925,False,23,0,0,0,,Brad Murch,374420139,bradmurch,BufuqapFfaN,,1551507875
Gross! Where’s the fun in that?! 😬#Repost @allfeministsunited #sex #mindblown #feminism #feminist #lbgt #lgbtqia #lgbtpride #loveislove #toxicmasculinity #peace #love #worldpeace #masculinity #gillette #metoo #consent #bodypositivity #loveyourself #mindblowingfacts #ibelieveher #nomeansno #uwgbf4a #consentissexy,3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9ccd7fca8ce1a69a00d5c784fb750f82/5D069B52/t51.2885-15/e35/52457263_2161916380805273_3677385502324759339_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990515757617745070,False,9,0,0,0,,UWGB Feminists 4 Action,8686693887,uwgbf4a,Bufu4kMn4yu,,1551507991
melted for two years but i’m back in the freezer. shoutout @sophia_cool_alexander for staying with me through it all. #globalwarming #ripx #ice #fucktrump #metoo,0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f476f71cff23fa98261cdc7b12fcf21b/5D1BC7E4/t51.2885-15/e35/52341912_122380622221635_9176903341067193282_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990517520424832687,False,4,0,0,0,,Just Icey Things,5982350343,justiceythings,BufvSN8HQ6v,sophia_cool_alexander,1551508201
"#Repost @rosierivera with @get_repost
・・・
We become what we think about. - Earl Nightingale ⠀⠀⠀⠀⠀⠀⠀⠀⠀
Change the negative thoughts about yourself.  Believe what Christ has said about you. 
_______________________________________
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Nos volvemos lo que pensamos. - Earl Nightingale
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Cambia los pensamientos negativos sobre ti misma. Cree lo que Cristo ha dicho acerca de ti. ⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀ #metoo #selfcare #selflove #empowered #strongisbeautiful #Jesus #timesup #quotes #2019 #motivation #motivationmonday #weightloss #fitness #God #women #Dios #Cristo #speakupspeakoutrosierivera",3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f57e02c14fc7277bdd52f202aac572c/5D098601/t51.2885-15/e35/51944549_354268885173815_5732504164804087019_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990517563381484883,False,11,0,0,0,,Leslie,8889117409,leslie_sp33,BufvS18h41T,,1551508206
"Opening weekend is so important in the film world, so tickled I was able to support a friend’s lovely film with a phenomenal message @saintjudymovie  tonight! Congratulations @jtsurenkamp on #execproducing so wonderful to see your name on the big screen. Well done!",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6f95b737a9838644c182c9db9f8397cb/5D0C58B2/t51.2885-15/e35/53705765_2242277422678179_7722658364299109946_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990517782801905224,False,20,0,0,0,,Regina Melzer,298783017,yesreginamelzer,BufvWCTAXZI,"jtsurenkamp,saintjudymovie",1551508232
"@pinkshirtday @antibullyingpro @mindyourmind.ca @coast_capital
#PinkShirtDay #antibullying #pinkitforward
#desigirlthoughts
.
.
.
.
.
.
#motivation #beauty #love #school #canada #equality #kids #school #technology #girl #happy #makeup #instagood #food #cute #art #happy #photooftheday #instamood #makeuptutorial #picoftheday #metoo #beautiful #instadaily #igdaily #fun #fashion",14,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4880721e2ad147c519a57b9208c0432c/5D28C13B/t51.2885-15/e35/51567927_405595973375041_1592250167040958247_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1988967804914467489,False,170,0,0,0,,Desi Girl Thoughts,8574393672,desigirlthoughts,BuaO645nYKh,,1551323460
"Awww shes in my heart 💓🙏🏾
.
.
.
.
.
.
.
.
.
.
.
.#sad#imsorry#rkelly#thotiana#blueface#girls#friends#betrayal#instagram#mobey#diedtooyoung#metoo#itsbad#cardib#trending#explorepage#time",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a53898671fd564805ca11382c09aca10/5C7D0331/t51.2885-15/e35/51918291_1163366313837962_7292670471370715641_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990356105569879381,False,7,0,0,0,,follow me plus like my recent,5632647801,bxaddie.edits,BufKlUpBcVV,,1551488959
"‪“Yeah, he’s still after me...” #Madonna stars in #MaterialGirl (1985) ‬@madonna #queenofpop@#likeavirgin #gentlemenpreferblondes #marylambert",12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dcadf16f6921190557af0aa58302873b/5C7C8361/t51.2885-15/e15/52980141_247000576242955_882524621533944865_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990408775374613235,False,374,0,0,0,,Madonna Scrapbook,1431945775,madonnascrapbook,BufWjxOBirz,,1551495324
"We have the great pleasure this year to welcome Blo Vancouver owner Jenny Randhawa to our program this year - this has been in the works for a long time, and we're so glad to pass you the mic! .
.
Jenny graduated with a Master's in Health Administration from UBC in 2005. With eight years of management consulting experience, a strong background of education and practical experience, it’s no wonder that she has become a force to be reckoned with in the business world. In 2007 Jenny decided to tackle new territory — the beauty industry. When Blo Blow Dry Bar launched in 2007, Jenny was the first to be considered for a franchise partnership and has been with the company since day one, savouring the successes and learning and perfecting the ropes. Following the success of her first bar in early 2010, Jenny acquired all 3 of Vancouver’s Blo bars six months later as well as the rights to all of British Columbia, striking while the (curling) iron was hot! Since then, Jenny continues to lead this multi-unit company demonstrating her strengths in all aspects of business management including operations, efficency, growth strategy, conflict resolution, brand and culture management, organizational structure as well as strategic planning. In 2019, Blo Corporate recognized her as a leading Franchise Partner out of 130+ Blo locations in Social Media Management, Staff Management, Retention and Culture and Outstanding Contributor to Operational Growth Strategies. Her greatest passion is to provide one-on-one support and guidance to her fellow entrepreneurs.
.
. 
THE WELL BEINGS & WEEKEND RITUALS (March 4, 9 & 10)
https://iwd2019vancouver.eventbrite.ca or the link in @minibarcanada’s profile.",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e26aad7d548211df8a0c8bdf688ee0e9/5D26136A/t51.2885-15/fr/e15/s1080x1080/52071677_865005283846295_6787251369799915927_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990411982709471747,False,10,0,0,0,,Drinks Industry Women/Fem Folx,4561709648,minibarcanada,BufXScSFDoD,,1551495620
"This is my “I’ve never seen a vagina before” face
_ _ _

Part Two of Middle Ground - my Visual Essay is live on YouTube • Link in bio to watch my not-so-sexcapades",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/67d46efff61747b4ac2681455a8ca909/5D192112/t51.2885-15/e35/s1080x1080/52562860_588976158287211_1626669952525668631_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990428251566395062,False,25,0,0,0,,Joe Marshall,730167512,joelumberjack,Bufa_L1hE62,,1551497559
"my prize for all the dubs today? some kind of shot glass and TWO NEW BEST FRIENDS TO SPILL TEA WITH (refer to 5th picture) LOVE YALL FOOLS 🥵😚😚 (and Lego Man) 
#ClemensTennis
#LaVerniaTennis??
#IMAFINALIST",19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/05f56c3f9e75d1e3b6437a1be9460adf/5D255E29/t51.2885-15/e35/52426232_192792558348612_2824428222898693145_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990462391321791486,False,205,0,0,0,,rea rea chester,348884365,reagooon,Bufiv-9gov-,"cydney.yy,mklein920,ajbeyer2424,dalonkuykendall",1551501629
"F.A.R.E.W.E.L.L ! 
Wasn't an easy decision to make... A big thanks to everyone who've helped and moulded me into what I'm today ! 
For without you it wouldn't have been possible.. @78.komal @farheen.mirza.543

I'm gonna miss each and everyone of you... Megha, Ritika, Komal, Tejaswini, Melvina, Amrin, Neetu, Nilima, Mangesh, Poonam, Ankita, Dr. Ankita, Vishal, Santoshi, Asmita, Pralhad, Rohini, Sunita tai, Rekha, Meena

Special thanks to @tejaswini_manerikar for the CAKE WITH LOVE ♥️ the bond that we made and those giggles.. 🤓 sure to miss'em all !

#farewell #vlcc #lastday #missing #thankseveryone",5,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2b82728a83fee278cb555f9f392c383c/5D0A2282/t51.2885-15/e35/51229603_554439278379102_2708899554215893371_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990463704507984639,False,140,0,0,0,,Ásöpä 🙂,6229902714,asopanidhi,BufjDF9gar_,"megha.rochlani,melvina_rodrigues,tejaswini_manerikar,asmita.k.patel",1551501785
"Consider This!!!!! Self-love is one of the most important attributes for success and a key to breaking toxic cycles. It allows us to achieve more and live a healthy life with inner peace. The better you feel about yourself, the more you can accomplish. So, we want the best for our children, therefore, we must instill self-love into them as early as possible. Not only does it help them accomplish their goals and dreams, but it's a protection for them as well. *********
Join me on March 20th at 7pm Est (((link in bio))) for my next FREE webinar where we will discuss not only teaching self-love to our children, but the effects of the generation gap also. One more thing, I'll share my own story of childhood trauma and how I've overcome. Everyone who attends will receive a copy of my 30 Day Breaking Toxic Cycles Journal for FREE! Sign Up and share this link with others!!!!!
*********
I can't wait to grow and elevate with you!!!!!!
#Indianapolis #motivationalspeaker #author #authorlife #browngirlswhowrite #levelup #business #womeninbusiness #entrepreneur #womenentrepreneur #womenentrepreneur #levelup #businessmom #healing #empowering #survivor #domesticviolenceawareness #metoo #metoomovement #indy #mompreneur #growthmindset #goals #elevation #mom #kids #mentalhealth",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/41a26d0ff191f6b5b7b81497095c5ffb/5D28DE16/t51.2885-15/e35/51714865_2317955358488230_5478034729647944634_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990467463797327265,False,30,0,0,0,,Mira Cassidy,6703236571,miracassidy,Bufj5zEnMWh,,1551502233
"Respect to this couple . .
.
.Music by👇👍
@imaginariesband
.
 #linkinbio #charlottemorris #shine #worlddayofsocialjustice #newsingle #tomorrow #comingsoon #music #newmusic #indiemusic #indiepop #popfolk #folkrock #singersongwriter #songwritersofig #originalmusic #feminist #anthem #empoweringwomen #youwillshine #kamalaharris #alyssamilano #metoo #timesup #parklandstrong #womenofcongress #alexandriaocasiocortez #emmagonzalez #suffragettes #survivor",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9b8f3a01ff2b4a1d4a79c5f2b3c3baed/5C7CBFBA/t51.2885-15/e35/52363147_122019985573116_4550428265395494362_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990467364743178218,False,21,0,0,0,,,6224726291,worldmusic_official,Bufj4W0hmfq,,1551502263
"Nothing but pure amazement 👑 
Yesterday was Speak Your Worth 2nd women’s circle and when i tell y’all , y’all missed out on some powerful testimonies 🙌🏽 hope to see you guys next month 😉
-
-
#empowerment #womensmarch #womenempowerment #selflove #testimonial #selfcare #buildoneanotherup #metoo #survivor #depression #abuse #domesticviolence #happiness",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f9fdb173912f076a5ff000fadd97b9c/5D0B94EC/t51.2885-15/e35/52806788_261772738079192_2678614268178042359_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990468102571525297,False,11,0,0,0,,Speak Your Worth,10855221048,speakyourworth,BufkDF-hYSx,,1551502310
#Believe #womensafety #rape #sexualassualt #emotionalabuse #girl #metoo #respect #therapist,0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/37e3d37a75c3a7a400527d1ea78ee55d/5D1BF824/t51.2885-15/e35/52576490_151258735882234_2110352084888151218_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990468120153837599,False,3,0,0,0,,ARDENCY,11296688740,rip_molest,BufkDWWglAf,,1551502312
"#EmotionalEating
#LetsLearn
#MeToo",4,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4ef284ddb28298908c6d92feb86bd887/5D0E1D31/t51.2885-15/e35/53001680_149389406073245_2674896649836480695_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990469837806519645,False,9,0,0,0,,Yanny Elok Wulandari,861747904,yannyelokwulandari,BufkcWClkVd,,1551502516
"There is a history of #SexualViolence in this country that we must continue to confront!! JOIN US @ 6pm. Monday, for this Facebook Live EVENT..""Believe Survivors: Sexual Assault Beyond A Reasonable Doubt"" – TOWN HALL Part II. Featured PANELISTS: Judge Daris B. Jackson, ALJ, The Law Office of Daris B. Jackson & Administrative Law Judge, City Of New York; @breakdowntobreakthrough, Therapist & Mental Health Advocate; @officialbeestinger, Rapper, Founder of The Hip Hop Movement; @tanikagreenmua, Professional Make-Up Artist, Founder of Tanika Green Artistry. Moderated by #LisaDurdenTVPersonality and #APlusPanel Contributor for WORTV’s “Chasing News.” This #FacebookLive Conversation STARTS 6:00PM, MONDAY, March 4, 2019. To participate, Log onto: www.facebook.com/LisaDurdenFanPage/ #MeToo! #SurvivingRKelly! #SexualAssault! #BelieveWomen! #IBelieveSurvivors! #WhyIDidntReport! #RapeCulture!
@kaiashivers , @theresa.oneal , @metoomvmt, @taranajaneen , @ggenyc, @vip.in.nyc, @nycchr, @nycmayorsoffice, @glaad, , @terrycrews.",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/074f4a8be3287afc929fabf1a7e99a01/5D083005/t51.2885-15/e35/52141446_122760702119278_7987402381152558106_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990470145139884451,False,9,0,0,0,,Lisa Durden,493000376,lisardurden,Bufkg0RFUGj,,1551502553
"Been feeling a fierce feminine fire burning through my blood lately. 
A kind of Kali fire, that wants to blaze through the bullshit and the institutions built on greed and abuse. 
A holy fire inside that will take a stand for innocence, equality and fairness.
Our children, and our children’s children are the future of this earth. 
May all that is not love be burnt to ashes, and our beloved children left standing - strong and empowered, knowing their worth and the gift that they are to this planet ❤️🌏 #heavenonearth #childreninherittheearth #kali #soulfire #humanrights #sorry #metoo #speakup #rise #newearth #divinemasculine #divinefeminine #respectlife",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b00427e05c556dd15fd796bb4da4df54/5D167A46/t51.2885-15/e35/51977681_611820705897790_2253150468691362668_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990470815574787873,False,25,0,0,0,,Mamma Bliss,512831185,janesaddictionchocolates,BufkqkqHgch,,1551502633
Me To🤪😍🔥 Dancers main accounts🦄: @kj_the_plug  @lul.booty.t #dubsmash #dubsmashdancer #dancers #dancersofinstagram #metoo #kevingates #sevenyears #goals #bisexual #love #lover #mybabygirl #famous #like #comment #share #friends #viralvideos #collab #explore #explorepage #twerk #twerkthatass,4,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2e8c38e8809f3056c8b0d25883b0930d/5C7CC22A/t51.2885-15/e15/53343720_2215979285283684_8479081247578081670_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990468450262635542,False,15,0,0,0,,Follow Our Main Accounts🦄,10091705796,kjtheplug_lulbootyt_dancepage,BufkIJyhtQW,,1551502662
"i love this, credits to the beautiful human who made it @hellomynameiswednesday -🌻🍑 (im back guys!!) •
•
•
•hi :) welcome to our account, our names are peaches and sushi and we want to try and spread our message of love and acceptance here. if you don't understand some of our content, feel free to dm or comment, just know that hate will be deleted and blocked. have a great day!!
•
•
•
•
•
•
•follow @spreadloveandfeminism for more💞
•
•
• hashtags:
• { #feminism #feminist #equality #spreadlove #humanrights #lgbtq #pride #intersectional #intersectionalfeminism #intersectionalfeminist #loveislove #comingout #metoo #standup #poc #blm #blacklivesmatter #activism #egalitarian #womensrights #equalrights #bodypositivity #positivity #transrights #activist #learn #love #acceptance #intersectionality }",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0f357f1a09efa4085d52856200eee500/5D12B6FB/t51.2885-15/e35/51924975_561099544394499_7811880665502894751_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990471847758948884,False,44,0,0,0,,peaches🍑🌻 & sushi🍣🌸,8213698409,spreadloveandfeminism,Bufk5l9FmoU,hellomynameiswednesday,1551502756
"⠀
If I was you, I'd wanna be me too🔥⠀
Самые лучшие ❤⠀
#metoo",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/40c25d1a18eee794980c9b8bf2a383ea/5D074C2B/t51.2885-15/e35/53095624_155288858721590_2060316379116327981_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990471921199755582,False,48,0,0,0,,D A S H A,3989476047,so.good08,Bufk6qWgDE-,"_lena.ch,svetamic1903,tanni4332,irkamik,ksyusha.a20,arina.safonowa",1551502765
"🚨 blog alert: nyxt.nyc/blog✏️ nyxt.nyc/blog 👉In Press Play we converse with people that work and participate actively with NYXT’s content partners. In this opportunity we talked with Rosalind Black, a mentor for Girls Write Now - a program that matches young female writers with professional female writers and includes portfolios, readings, and publications. They are located in Midtown, and you can check out their video content at http://nyxt.nyc/gwn/
*
*
#nyc #manhattan #nonprofits #activism#blogger #rights #humanrights #blogger#socialjustice #motivationmonday#education #lgbtq #pride #vegan#crueltyfree #animalrights #nature#showup #girlpower #metoo #feminist#feminism #bridgethegap#follow4followback #television #film #love#loveislove #blog",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3c02a06278c56064c96c300445af4b0b/5D14F43B/t51.2885-15/e15/52673362_517851635371407_317561756458805965_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990472226470390783,False,26,0,0,0,,NYXT.nyc,2227228793,nyxtnyc,Bufk_GqDGv_,,1551502801
"Something interesting I've noticed. Most of my tweets get between 50,000 and 500,000 impressions. But if I tweet on certain topics containing certain keywords, they only get around 15,000, which given my followers, is a pretty low number. I think Twitter is banning on keywords.

#trump #trump2020 #rnc #republicans #usa #liberals #democrat #conservative #donaldtrump #lockherup #midterm #election #president #metoo #maga #makeamericagreatagain #QAnon #republican #realnews #fakenews #democrat #potus #redwave #usa #pride #jobsnotmobs #deplorables #doublestandard #leftwing #rightwing #walkaway #americafirst",5,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d988dbc2efa781abf6c1166bbae30803/5D226B55/t51.2885-15/e35/52344949_266979364181513_6779956790134273251_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990472238398306238,False,54,0,0,0,,𝐀𝐦𝐞𝐫𝐢𝐜𝐚𝐧𝐬 𝐅𝐨𝐫 𝐓𝐫𝐮𝐦𝐩🇺🇸🇺🇸,8717358890,americansfortrump45,Bufk_RxAfe-,,1551502803
,1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/de781dece91f249f2e42cfb75986319a/5D1D4DBD/t51.2885-15/e35/52699084_507219729805582_2143814605633416638_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990472963905117282,False,14,0,0,0,,Rosa Morada Project 💜,6197234273,rosamoradaproject,BuflJ1clVxi,,1551502889
"26 - H E R  S T O R Y

A graphic essay on the #MeToo movement in India. 
This essay addresses sexual harassment at the workplace in India, and how many have reacted to it. 
It is a deeper look at the #MeToo movement in India, for which I’ve collaborated with the Polis Project ( @thepolisproject ). If you think this message is important, relevant or have faced similar questions in discussions about the movement, please consider sharing this! 
The entire essay is available on the Polis Project’s website, and is linked in my bio. It’s best viewed on a larger screen, so pleaseee do me and your eyesight a favour and check it out on the website!

#art #defamation #indianartist #instaart #doodlesofinstagram #ladyjustice #dailyart #comicbookart #graphicnovel #feminism #metooindia #artistsoninstagram #freedomofspeech #artistsoninstagram #illustration #illustrator #smashthepatriarchy #politicalcartoon #sketch #indiecomics #indianart #herstory #womenempowerment #strongwomen #womenartist #feminist",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/936470358108619b6455b8c4e28b3a12/5D26E5FA/t51.2885-15/e35/52072792_255314702045095_2829521716386269259_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990473569705343184,False,10,0,0,0,,Kruthika,6319643333,theworkplacedoodler,BuflSppFzjQ,,1551502961
"@madisipes

#linkinbio #charlottemorris #shine #worlddayofsocialjustice #newsingle #tomorrow #comingsoon #music #newmusic #indiemusic #indiepop #popfolk #folkrock #singersongwriter #songwritersofig #originalmusic #feminist #anthem #empoweringwomen #youwillshine #kamalaharris #alyssamilano #metoo #timesup #parklandstrong #womenofcongress #alexandriaocasiocortez #emmagonzalez #suffragettes #survivor",0,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0cd6b870223f37b834c13ecd557f4b72/5C7CBE07/t51.2885-15/e35/51679241_153880135615967_2449368712553686575_n.jpg?_nc_ht=instagram.fyvr3-1.fna.fbcdn.net,1990473383334446836,False,22,0,0,0,,,6224726291,worldmusic_official,BuflP8EhQb0,madisipes,1551502990
